Date,Open,High,Low,Close,Volume
2021-12-13,175.74,175.74,175.74,175.74,153240000.0
2021-12-14,174.33,174.33,174.33,174.33,139380000.0
2021-12-15,179.3,179.3,179.3,179.3,131060000.0
2021-12-16,172.26,172.26,172.26,172.26,150190000.0
2021-12-17,171.14,171.14,171.14,171.14,195920000.0
2021-12-20,169.75,169.75,169.75,169.75,107500000.0
2021-12-21,172.99,172.99,172.99,172.99,91190000.0
2021-12-22,175.64,175.64,175.64,175.64,92140000.0
2021-12-23,176.28,176.28,176.28,176.28,68360000.0
2021-12-27,180.33,180.33,180.33,180.33,74920000.0
2021-12-28,179.29,179.29,179.29,179.29,79140000.0
2021-12-29,179.38,179.38,179.38,179.38,62350000.0
2021-12-30,178.2,178.2,178.2,178.2,59770000.0
2021-12-31,177.57,177.57,177.57,177.57,64060000.0
2022-01-03,182.01,182.01,182.01,182.01,104700000.0
2022-01-04,179.7,179.7,179.7,179.7,99310000.0
2022-01-05,174.92,174.92,174.92,174.92,94540000.0
2022-01-06,172.0,172.0,172.0,172.0,96900000.0
2022-01-07,172.17,172.17,172.17,172.17,86710000.0
2022-01-10,172.19,172.19,172.19,172.19,106770000.0
2022-01-11,175.08,175.08,175.08,175.08,76140000.0
2022-01-12,175.53,175.53,175.53,175.53,74810000.0
2022-01-13,172.19,172.19,172.19,172.19,84510000.0
2022-01-14,173.07,173.07,173.07,173.07,80440000.0
2022-01-19,166.23,166.23,166.23,166.23,94820000.0
2022-01-20,164.51,164.51,164.51,164.51,91420000.0
2022-01-21,162.41,162.41,162.41,162.41,122850000.0
2022-01-24,161.62,161.62,161.62,161.62,162710000.0
2022-01-25,159.78,159.78,159.78,159.78,115800000.0
2022-01-26,159.69,159.69,159.69,159.69,108280000.0
2022-01-27,159.22,159.22,159.22,159.22,121960000.0
2022-01-28,170.33,170.33,170.33,170.33,179940000.0
2022-01-31,174.78,174.78,174.78,174.78,115540000.0
2022-02-01,174.61,174.61,174.61,174.61,86210000.0
2022-02-02,175.84,175.84,175.84,175.84,84910000.0
2022-02-03,172.9,172.9,172.9,172.9,89420000.0
2022-02-04,172.39,172.39,172.39,172.39,82470000.0
2022-02-07,171.66,171.66,171.66,171.66,77250000.0
2022-02-08,174.83,174.83,174.83,174.83,74830000.0
2022-02-09,176.28,176.28,176.28,176.28,71290000.0
2022-02-10,172.12,172.12,172.12,172.12,90870000.0
2022-02-11,168.64,168.64,168.64,168.64,98670000.0
2022-02-14,168.88,168.88,168.88,168.88,86190000.0
2022-02-15,172.79,172.79,172.79,172.79,64290000.0
2022-02-16,172.55,172.55,172.55,172.55,61180000.0
2022-02-17,168.88,168.88,168.88,168.88,69590000.0
2022-02-18,167.3,167.3,167.3,167.3,82770000.0
2022-02-23,160.07,160.07,160.07,160.07,90010000.0
2022-02-24,162.74,162.74,162.74,162.74,141150000.0
2022-02-25,164.85,164.85,164.85,164.85,91970000.0
2022-02-28,165.12,165.12,165.12,165.12,95060000.0
2022-03-01,163.2,163.2,163.2,163.2,83470000.0
2022-03-02,166.56,166.56,166.56,166.56,79730000.0
2022-03-03,166.23,166.23,166.23,166.23,76680000.0
2022-03-04,163.17,163.17,163.17,163.17,83820000.0
2022-03-07,159.3,159.3,159.3,159.3,96420000.0
2022-03-08,157.44,157.44,157.44,157.44,131150000.0
2022-03-09,162.95,162.95,162.95,162.95,91460000.0
2022-03-10,158.52,158.52,158.52,158.52,105340000.0
2022-03-11,154.73,154.73,154.73,154.73,96970000.0
2022-03-14,150.62,150.62,150.62,150.62,108730000.0
2022-03-15,155.09,155.09,155.09,155.09,92960000.0
2022-03-16,159.59,159.59,159.59,159.59,102300000.0
2022-03-17,160.62,160.62,160.62,160.62,75620000.0
2022-03-18,163.98,163.98,163.98,163.98,123510000.0
2022-03-21,165.38,165.38,165.38,165.38,95810000.0
2022-03-22,168.82,168.82,168.82,168.82,81530000.0
2022-03-23,170.21,170.21,170.21,170.21,98060000.0
2022-03-24,174.07,174.07,174.07,174.07,90130000.0
2022-03-25,174.72,174.72,174.72,174.72,80550000.0
2022-03-28,175.6,175.6,175.6,175.6,90370000.0
2022-03-29,178.96,178.96,178.96,178.96,100590000.0
2022-03-30,177.77,177.77,177.77,177.77,92630000.0
2022-03-31,174.61,174.61,174.61,174.61,103050000.0
2022-04-01,174.31,174.31,174.31,174.31,78750000.0
2022-04-04,178.44,178.44,178.44,178.44,76550000.0
2022-04-05,175.06,175.06,175.06,175.06,73400000.0
2022-04-06,171.83,171.83,171.83,171.83,89060000.0
2022-04-07,172.14,172.14,172.14,172.14,77600000.0
2022-04-08,170.09,170.09,170.09,170.09,76580000.0
2022-04-11,165.75,165.75,165.75,165.75,72250000.0
2022-04-12,167.66,167.66,167.66,167.66,79270000.0
2022-04-13,170.4,170.4,170.4,170.4,70620000.0
2022-04-14,165.29,165.29,165.29,165.29,75330000.0
2022-04-18,165.07,165.07,165.07,165.07,69020000.0
2022-04-19,167.4,167.4,167.4,167.4,67720000.0
2022-04-20,167.23,167.23,167.23,167.23,67930000.0
2022-04-21,166.42,166.42,166.42,166.42,87230000.0
2022-04-22,161.79,161.79,161.79,161.79,84880000.0
2022-04-25,162.88,162.88,162.88,162.88,96050000.0
2022-04-26,156.8,156.8,156.8,156.8,95620000.0
2022-04-27,156.57,156.57,156.57,156.57,88060000.0
2022-04-28,163.64,163.64,163.64,163.64,130220000.0
2022-04-29,157.65,157.65,157.65,157.65,131750000.0
2022-05-02,157.96,157.96,157.96,157.96,123060000.0
2022-05-03,159.48,159.48,159.48,159.48,88970000.0
2022-05-04,166.02,166.02,166.02,166.02,108260000.0
2022-05-05,156.77,156.77,156.77,156.77,130530000.0
2022-05-06,157.28,157.28,157.28,157.28,116130000.0
2022-05-09,152.06,152.06,152.06,152.06,131580000.0
2022-05-10,154.51,154.51,154.51,154.51,115370000.0
2022-05-11,146.5,146.5,146.5,146.5,142690000.0
2022-05-12,142.56,142.56,142.56,142.56,182600000.0
2022-05-13,147.11,147.11,147.11,147.11,113990000.0
2022-05-16,145.54,145.54,145.54,145.54,86640000.0
2022-05-17,149.24,149.24,149.24,149.24,78340000.0
2022-05-18,140.82,140.82,140.82,140.82,109740000.0
2022-05-19,137.35,137.35,137.35,137.35,136100000.0
2022-05-20,137.59,137.59,137.59,137.59,137430000.0
2022-05-23,143.11,143.11,143.11,143.11,117730000.0
2022-05-24,140.36,140.36,140.36,140.36,104130000.0
2022-05-25,140.52,140.52,140.52,140.52,92480000.0
2022-05-26,143.78,143.78,143.78,143.78,90600000.0
2022-05-27,149.64,149.64,149.64,149.64,90980000.0
2022-06-01,148.71,148.71,148.71,148.71,74290000.0
2022-06-02,151.21,151.21,151.21,151.21,72350000.0
2022-06-03,145.38,145.38,145.38,145.38,88570000.0
2022-06-06,146.14,146.14,146.14,146.14,71600000.0
2022-06-07,148.71,148.71,148.71,148.71,67810000.0
2022-06-08,147.96,147.96,147.96,147.96,53950000.0
2022-06-09,142.64,142.64,142.64,142.64,69470000.0
2022-06-10,137.13,137.13,137.13,137.13,91570000.0
2022-06-13,131.88,131.88,131.88,131.88,122210000.0
2022-06-14,132.76,132.76,132.76,132.76,84780000.0
2022-06-15,135.43,135.43,135.43,135.43,91530000.0
2022-06-16,130.06,130.06,130.06,130.06,107960000.0
2022-06-17,131.56,131.56,131.56,131.56,134520000.0
2022-06-22,135.35,135.35,135.35,135.35,73410000.0
2022-06-23,138.27,138.27,138.27,138.27,72430000.0
2022-06-24,141.66,141.66,141.66,141.66,89120000.0
2022-06-27,141.66,141.66,141.66,141.66,70210000.0
2022-06-28,137.44,137.44,137.44,137.44,67320000.0
2022-06-29,139.23,139.23,139.23,139.23,66240000.0
2022-06-30,136.72,136.72,136.72,136.72,98960000.0
2022-07-01,138.93,138.93,138.93,138.93,71050000.0
2022-07-06,142.92,142.92,142.92,142.92,74060000.0
2022-07-07,146.35,146.35,146.35,146.35,66250000.0
2022-07-08,147.04,147.04,147.04,147.04,64550000.0
2022-07-11,144.87,144.87,144.87,144.87,63310000.0
2022-07-12,145.86,145.86,145.86,145.86,77590000.0
2022-07-13,145.49,145.49,145.49,145.49,71190000.0
2022-07-14,148.47,148.47,148.47,148.47,78140000.0
2022-07-15,150.17,150.17,150.17,150.17,76260000.0
2022-07-18,147.07,147.07,147.07,147.07,81420000.0
2022-07-19,151.0,151.0,151.0,151.0,82980000.0
2022-07-20,153.04,153.04,153.04,153.04,64820000.0
2022-07-21,155.35,155.35,155.35,155.35,65090000.0
2022-07-22,154.09,154.09,154.09,154.09,66680000.0
2022-07-25,152.95,152.95,152.95,152.95,53620000.0
2022-07-26,151.6,151.6,151.6,151.6,55140000.0
2022-07-27,156.79,156.79,156.79,156.79,78620000.0
2022-07-28,157.35,157.35,157.35,157.35,81380000.0
2022-07-29,162.51,162.51,162.51,162.51,101790000.0
2022-08-01,161.51,161.51,161.51,161.51,67830000.0
2022-08-02,160.01,160.01,160.01,160.01,59910000.0
2022-08-03,166.13,166.13,166.13,166.13,82510000.0
2022-08-04,165.81,165.81,165.81,165.81,55470000.0
2022-08-05,165.35,165.35,165.35,165.35,56700000.0
2022-08-08,164.87,164.87,164.87,164.87,60360000.0
2022-08-09,164.92,164.92,164.92,164.92,63140000.0
2022-08-10,169.24,169.24,169.24,169.24,70170000.0
2022-08-11,168.49,168.49,168.49,168.49,57150000.0
2022-08-12,172.1,172.1,172.1,172.1,68040000.0
2022-08-15,173.19,173.19,173.19,173.19,54090000.0
2022-08-16,173.03,173.03,173.03,173.03,56380000.0
2022-08-17,174.55,174.55,174.55,174.55,79540000.0
2022-08-18,174.15,174.15,174.15,174.15,62290000.0
2022-08-19,171.52,171.52,171.52,171.52,70350000.0
2022-08-22,167.57,167.57,167.57,167.57,69030000.0
2022-08-23,167.23,167.23,167.23,167.23,54150000.0
2022-08-24,167.53,167.53,167.53,167.53,53840000.0
2022-08-25,170.03,170.03,170.03,170.03,51220000.0
2022-08-26,163.62,163.62,163.62,163.62,78960000.0
2022-08-29,161.38,161.38,161.38,161.38,73310000.0
2022-08-30,158.91,158.91,158.91,158.91,77910000.0
2022-08-31,157.22,157.22,157.22,157.22,87990000.0
2022-09-01,157.96,157.96,157.96,157.96,74230000.0
2022-09-02,155.81,155.81,155.81,155.81,76960000.0
2022-09-07,155.96,155.96,155.96,155.96,87450000.0
2022-09-08,154.46,154.46,154.46,154.46,84920000.0
2022-09-09,157.37,157.37,157.37,157.37,68080000.0
2022-09-12,163.43,163.43,163.43,163.43,104960000.0
2022-09-13,153.84,153.84,153.84,153.84,122660000.0
2022-09-14,155.31,155.31,155.31,155.31,87970000.0
2022-09-15,152.37,152.37,152.37,152.37,90480000.0
2022-09-16,150.7,150.7,150.7,150.7,162280000.0
2022-09-19,154.48,154.48,154.48,154.48,81470000.0
2022-09-20,156.9,156.9,156.9,156.9,107690000.0
2022-09-21,153.72,153.72,153.72,153.72,101700000.0
2022-09-22,152.74,152.74,152.74,152.74,86650000.0
2022-09-23,150.43,150.43,150.43,150.43,96030000.0
2022-09-26,150.77,150.77,150.77,150.77,93340000.0
2022-09-27,151.76,151.76,151.76,151.76,84440000.0
2022-09-28,149.84,149.84,149.84,149.84,146690000.0
2022-09-29,142.48,142.48,142.48,142.48,128140000.0
2022-09-30,138.2,138.2,138.2,138.2,124930000.0
2022-10-03,142.45,142.45,142.45,142.45,114310000.0
2022-10-04,146.1,146.1,146.1,146.1,87830000.0
2022-10-05,146.4,146.4,146.4,146.4,79470000.0
2022-10-06,145.43,145.43,145.43,145.43,68400000.0
2022-10-07,140.09,140.09,140.09,140.09,85930000.0
2022-10-10,140.42,140.42,140.42,140.42,74900000.0
2022-10-11,138.98,138.98,138.98,138.98,77030000.0
2022-10-12,138.34,138.34,138.34,138.34,70430000.0
2022-10-13,142.99,142.99,142.99,142.99,113220000.0
2022-10-14,138.38,138.38,138.38,138.38,88600000.0
2022-10-17,142.41,142.41,142.41,142.41,85250000.0
2022-10-18,143.75,143.75,143.75,143.75,99140000.0
2022-10-19,143.86,143.86,143.86,143.86,61760000.0
2022-10-20,143.39,143.39,143.39,143.39,64520000.0
2022-10-21,147.27,147.27,147.27,147.27,86550000.0
2022-10-24,149.45,149.45,149.45,149.45,75980000.0
2022-10-25,152.34,152.34,152.34,152.34,74730000.0
2022-10-26,149.35,149.35,149.35,149.35,88440000.0
2022-10-27,144.8,144.8,144.8,144.8,109180000.0
2022-10-28,155.74,155.74,155.74,155.74,164760000.0
2022-10-31,153.34,153.34,153.34,153.34,97940000.0
2022-11-01,150.65,150.65,150.65,150.65,80380000.0
2022-11-02,145.03,145.03,145.03,145.03,93610000.0
2022-11-03,138.88,138.88,138.88,138.88,97920000.0
2022-11-04,138.38,138.38,138.38,138.38,140820000.0
2022-11-07,138.92,138.92,138.92,138.92,83380000.0
2022-11-08,139.5,139.5,139.5,139.5,89910000.0
2022-11-09,134.87,134.87,134.87,134.87,74920000.0
2022-11-10,146.87,146.87,146.87,146.87,118850000.0
2022-11-11,149.7,149.7,149.7,149.7,93980000.0
2022-11-14,148.28,148.28,148.28,148.28,73370000.0
2022-11-15,150.04,150.04,150.04,150.04,89870000.0
2022-11-16,148.79,148.79,148.79,148.79,64220000.0
2022-11-17,150.72,150.72,150.72,150.72,80390000.0
2022-11-18,151.29,151.29,151.29,151.29,74830000.0
2022-11-21,148.01,148.01,148.01,148.01,58720000.0
2022-11-22,150.18,150.18,150.18,150.18,51800000.0
2022-11-23,151.07,151.07,151.07,151.07,58300000.0
2022-11-25,148.11,148.11,148.11,148.11,35200000.0
2022-11-28,144.22,144.22,144.22,144.22,69350000.0
2022-11-29,141.17,141.17,141.17,141.17,83760000.0
2022-11-30,148.03,148.03,148.03,148.03,111380000.0
2022-12-01,148.31,148.31,148.31,148.31,71250000.0
2022-12-02,147.81,147.81,147.81,147.81,65450000.0
2022-12-05,146.63,146.63,146.63,146.63,68390000.0
2022-12-06,142.91,142.91,142.91,142.91,64520000.0
2022-12-07,140.94,140.94,140.94,140.94,69510000.0
2022-12-08,142.65,142.65,142.65,142.65,61910000.0
2022-12-09,142.16,142.16,142.16,142.16,76100000.0
2022-12-12,144.49,144.49,144.49,144.49,70310000.0
2022-12-13,145.47,145.47,145.47,145.47,93730000.0
2022-12-14,143.21,143.21,143.21,143.21,82290000.0
2022-12-15,136.5,136.5,136.5,136.5,97250000.0
2022-12-16,134.51,134.51,134.51,134.51,160160000.0
2022-12-19,132.37,132.37,132.37,132.37,79150000.0
2022-12-20,132.3,132.3,132.3,132.3,77080000.0
2022-12-21,135.45,135.45,135.45,135.45,85750000.0
2022-12-22,132.23,132.23,132.23,132.23,77590000.0
2022-12-23,131.86,131.86,131.86,131.86,63820000.0
2022-12-27,130.03,130.03,130.03,130.03,68750000.0
2022-12-28,126.04,126.04,126.04,126.04,84900000.0
2022-12-29,129.61,129.61,129.61,129.61,75480000.0
2022-12-30,129.93,129.93,129.93,129.93,77030000.0
2023-01-03,125.07,125.07,125.07,125.07,111680000.0
2023-01-04,126.36,126.36,126.36,126.36,88460000.0
2023-01-05,125.02,125.02,125.02,125.02,79970000.0
2023-01-06,129.62,129.62,129.62,129.62,87760000.0
2023-01-09,130.15,130.15,130.15,130.15,70500000.0
2023-01-10,130.73,130.73,130.73,130.73,63430000.0
2023-01-11,133.49,133.49,133.49,133.49,69120000.0
2023-01-12,133.41,133.41,133.41,133.41,71250000.0
2023-01-13,134.76,134.76,134.76,134.76,57810000.0
2023-01-17,135.94,135.94,135.94,135.94,63420000.0
2023-01-18,135.21,135.21,135.21,135.21,69670000.0
2023-01-19,135.27,135.27,135.27,135.27,58070000.0
2023-01-20,137.87,137.87,137.87,137.87,80220000.0
2023-01-23,141.11,141.11,141.11,141.11,81570000.0
2023-01-24,142.53,142.53,142.53,142.53,63710000.0
2023-01-25,141.86,141.86,141.86,141.86,64690000.0
2023-01-26,143.96,143.96,143.96,143.96,53650000.0
2023-01-27,145.93,145.93,145.93,145.93,70560000.0
2023-01-30,143.0,143.0,143.0,143.0,62980000.0
2023-01-31,144.29,144.29,144.29,144.29,65870000.0
2023-02-01,145.43,145.43,145.43,145.43,76770000.0
2023-02-02,150.82,150.82,150.82,150.82,104480000.0
2023-02-03,154.5,154.5,154.5,154.5,154360000.0
2023-02-06,151.73,151.73,151.73,151.73,68020000.0
2023-02-07,154.65,154.65,154.65,154.65,83030000.0
2023-02-08,151.92,151.92,151.92,151.92,63470000.0
2023-02-09,150.87,150.87,150.87,150.87,54900000.0
2023-02-10,151.01,151.01,151.01,151.01,57450000.0
2023-02-13,153.85,153.85,153.85,153.85,61860000.0
2023-02-14,153.2,153.2,153.2,153.2,61710000.0
2023-02-15,155.33,155.33,155.33,155.33,65470000.0
2023-02-16,153.71,153.71,153.71,153.71,66840000.0
2023-02-17,152.55,152.55,152.55,152.55,59140000.0
2023-02-21,148.48,148.48,148.48,148.48,58870000.0
2023-02-22,148.91,148.91,148.91,148.91,51010000.0
2023-02-23,149.4,149.4,149.4,149.4,48390000.0
2023-02-24,146.71,146.71,146.71,146.71,55470000.0
2023-02-27,147.92,147.92,147.92,147.92,45000000.0
2023-02-28,147.41,147.41,147.41,147.41,50550000.0
2023-03-01,145.31,145.31,145.31,145.31,55220000.0
2023-03-02,145.91,145.91,145.91,145.91,52090000.0
2023-03-03,151.03,151.03,151.03,151.03,70500000.0
2023-03-06,153.83,153.83,153.83,153.83,87560000.0
2023-03-07,151.6,151.6,151.6,151.6,56180000.0
2023-03-08,152.87,152.87,152.87,152.87,47200000.0
2023-03-09,150.59,150.59,150.59,150.59,53450000.0
2023-03-10,148.5,148.5,148.5,148.5,68570000.0
2023-03-13,150.47,150.47,150.47,150.47,84460000.0
2023-03-14,152.59,152.59,152.59,152.59,73370000.0
2023-03-15,152.99,152.99,152.99,152.99,75960000.0
2023-03-16,155.85,155.85,155.85,155.85,76020000.0
2023-03-17,155.0,155.0,155.0,155.0,98940000.0
2023-03-20,157.4,157.4,157.4,157.4,73470000.0
2023-03-21,159.28,159.28,159.28,159.28,73760000.0
2023-03-22,157.83,157.83,157.83,157.83,69170000.0
2023-03-23,158.93,158.93,158.93,158.93,67220000.0
2023-03-24,160.25,160.25,160.25,160.25,59260000.0
2023-03-27,158.28,158.28,158.28,158.28,50420000.0
2023-03-28,157.65,157.65,157.65,157.65,45580000.0
2023-03-29,160.77,160.77,160.77,160.77,51310000.0
2023-03-30,162.36,162.36,162.36,162.36,46810000.0
2023-03-31,164.9,164.9,164.9,164.9,68750000.0
2023-04-03,166.17,166.17,166.17,166.17,54970000.0
2023-04-04,165.63,165.63,165.63,165.63,44430000.0
2023-04-05,163.76,163.76,163.76,163.76,51300000.0
2023-04-06,164.66,164.66,164.66,164.66,45390000.0
2023-04-10,162.03,162.03,162.03,162.03,47030000.0
2023-04-11,160.8,160.8,160.8,160.8,46310000.0
2023-04-12,160.1,160.1,160.1,160.1,49400000.0
2023-04-13,165.56,165.56,165.56,165.56,67160000.0
2023-04-14,165.21,165.21,165.21,165.21,49390000.0
2023-04-17,165.23,165.23,165.23,165.23,41520000.0
2023-04-18,166.47,166.47,166.47,166.47,48410000.0
2023-04-19,167.63,167.63,167.63,167.63,47240000.0
2023-04-20,166.65,166.65,166.65,166.65,52460000.0
2023-04-21,165.02,165.02,165.02,165.02,58340000.0
2023-04-24,165.33,165.33,165.33,165.33,38990000.0
2023-04-25,163.77,163.77,163.77,163.77,48170000.0
2023-04-26,163.76,163.76,163.76,163.76,44110000.0
2023-04-27,168.41,168.41,168.41,168.41,64220000.0
2023-04-28,169.68,169.68,169.68,169.68,55280000.0
2023-05-01,169.59,169.59,169.59,169.59,49390000.0
2023-05-02,168.54,168.54,168.54,168.54,48430000.0
2023-05-03,167.45,167.45,167.45,167.45,59440000.0
2023-05-04,165.79,165.79,165.79,165.79,70380000.0
2023-05-05,173.57,173.57,173.57,173.57,113450000.0
2023-05-08,173.5,173.5,173.5,173.5,55960000.0
2023-05-09,171.77,171.77,171.77,171.77,45330000.0
2023-05-10,173.55,173.55,173.55,173.55,53720000.0
2023-05-11,173.75,173.75,173.75,173.75,49510000.0
2023-05-12,172.57,172.57,172.57,172.57,45530000.0
2023-05-15,172.07,172.07,172.07,172.07,37180000.0
2023-05-16,172.07,172.07,172.07,172.07,42110000.0
2023-05-17,172.69,172.69,172.69,172.69,57950000.0
2023-05-18,175.05,175.05,175.05,175.05,65090000.0
2023-05-19,175.16,175.16,175.16,175.16,52680000.0
2023-05-22,174.2,174.2,174.2,174.2,43310000.0
2023-05-23,171.56,171.56,171.56,171.56,49180000.0
2023-05-24,171.84,171.84,171.84,171.84,43490000.0
2023-05-25,172.99,172.99,172.99,172.99,55920000.0
2023-05-26,175.43,175.43,175.43,175.43,54830000.0
2023-05-30,177.3,177.3,177.3,177.3,55770000.0
2023-05-31,177.25,177.25,177.25,177.25,99310000.0
2023-06-01,180.09,180.09,180.09,180.09,65300000.0
2023-06-02,180.95,180.95,180.95,180.95,62000000.0
2023-06-05,179.58,179.58,179.58,179.58,121320000.0
2023-06-06,179.21,179.21,179.21,179.21,64340000.0
2023-06-07,177.82,177.82,177.82,177.82,61940000.0
2023-06-08,180.57,180.57,180.57,180.57,50210000.0
2023-06-09,180.96,180.96,180.96,180.96,48900000.0
2023-06-12,183.79,183.79,183.79,183.79,53570000.0
2023-06-13,183.31,183.31,183.31,183.31,54650000.0
2023-06-14,183.95,183.95,183.95,183.95,56520000.0
2023-06-15,186.01,186.01,186.01,186.01,65280000.0
2023-06-16,184.92,184.92,184.92,184.92,101260000.0
2023-06-20,185.01,185.01,185.01,185.01,48960000.0
2023-06-21,183.96,183.96,183.96,183.96,49360000.0
2023-06-22,187.0,187.0,187.0,187.0,50840000.0
2023-06-23,186.68,186.68,186.68,186.68,53120000.0
2023-06-26,185.27,185.27,185.27,185.27,47500000.0
2023-06-27,188.06,188.06,188.06,188.06,49730000.0
2023-06-28,189.25,189.25,189.25,189.25,50900000.0
2023-06-29,189.59,189.59,189.59,189.59,45450000.0
2023-06-30,193.97,193.97,193.97,193.97,85210000.0
2023-07-03,192.46,192.46,192.46,192.46,31460000.0
2023-07-05,191.33,191.33,191.33,191.33,46590000.0
2023-07-06,191.81,191.81,191.81,191.81,45000000.0
2023-07-07,190.68,190.68,190.68,190.68,46820000.0
2023-07-10,188.61,188.61,188.61,188.61,59100000.0
2023-07-11,188.08,188.08,188.08,188.08,46420000.0
2023-07-12,189.77,189.77,189.77,189.77,59770000.0
2023-07-13,190.54,190.54,190.54,190.54,41340000.0
2023-07-14,190.69,190.69,190.69,190.69,41620000.0
2023-07-17,193.99,193.99,193.99,193.99,49840000.0
2023-07-18,193.73,193.73,193.73,193.73,48200000.0
2023-07-19,195.1,195.1,195.1,195.1,80510000.0
2023-07-20,193.13,193.13,193.13,193.13,59580000.0
2023-07-21,191.94,191.94,191.94,191.94,71950000.0
2023-07-24,192.75,192.75,192.75,192.75,44860000.0
2023-07-25,193.62,193.62,193.62,193.62,37280000.0
2023-07-26,194.5,194.5,194.5,194.5,47470000.0
2023-07-27,193.22,193.22,193.22,193.22,47460000.0
2023-07-28,195.83,195.83,195.83,195.83,48290000.0
2023-07-31,196.45,196.45,196.45,196.45,38590000.0
2023-08-01,195.6,195.6,195.6,195.6,34730000.0
2023-08-02,192.58,192.58,192.58,192.58,48900000.0
2023-08-03,191.17,191.17,191.17,191.17,52600000.0
2023-08-04,181.99,181.99,181.99,181.99,115960000.0
2023-08-07,178.85,178.85,178.85,178.85,97580000.0
2023-08-08,179.8,179.8,179.8,179.8,67600000.0
2023-08-09,178.19,178.19,178.19,178.19,57800000.0
2023-08-10,177.97,177.97,177.97,177.97,52600000.0
2023-08-11,177.79,177.79,177.79,177.79,52040000.0
2023-08-14,179.46,179.46,179.46,179.46,43680000.0
2023-08-15,177.45,177.45,177.45,177.45,43370000.0
2023-08-16,176.57,176.57,176.57,176.57,45600000.0
2023-08-17,174.0,174.0,174.0,174.0,61250000.0
2023-08-18,174.49,174.49,174.49,174.49,61170000.0
2023-08-21,175.84,175.84,175.84,175.84,44990000.0
2023-08-22,177.23,177.23,177.23,177.23,41380000.0
2023-08-23,181.12,181.12,181.12,181.12,51470000.0
2023-08-24,176.38,176.38,176.38,176.38,53220000.0
2023-08-25,178.61,178.61,178.61,178.61,51450000.0
2023-08-28,180.19,180.19,180.19,180.19,42710000.0
2023-08-29,184.12,184.12,184.12,184.12,52360000.0
2023-08-30,187.65,187.65,187.65,187.65,60590000.0
2023-08-31,187.87,187.87,187.87,187.87,60210000.0
2023-09-01,189.46,189.46,189.46,189.46,45770000.0
2023-09-05,189.7,189.7,189.7,189.7,44730000.0
2023-09-06,182.91,182.91,182.91,182.91,81160000.0
2023-09-07,177.56,177.56,177.56,177.56,111940000.0
2023-09-08,178.18,178.18,178.18,178.18,65600000.0
2023-09-11,179.36,179.36,179.36,179.36,58330000.0
2023-09-12,176.3,176.3,176.3,176.3,89920000.0
2023-09-13,174.21,174.21,174.21,174.21,83450000.0
2023-09-14,175.74,175.74,175.74,175.74,59630000.0
2023-09-15,175.01,175.01,175.01,175.01,109260000.0
2023-09-18,177.97,177.97,177.97,177.97,65110000.0
2023-09-19,179.07,179.07,179.07,179.07,50490000.0
2023-09-20,175.49,175.49,175.49,175.49,55690000.0
2023-09-21,173.93,173.93,173.93,173.93,61710000.0
2023-09-22,174.79,174.79,174.79,174.79,56730000.0
2023-09-25,176.08,176.08,176.08,176.08,45990000.0
2023-09-26,171.96,171.96,171.96,171.96,64230000.0
2023-09-27,170.43,170.43,170.43,170.43,66500000.0
2023-09-28,170.69,170.69,170.69,170.69,56140000.0
2023-09-29,171.21,171.21,171.21,171.21,51860000.0
2023-10-02,173.75,173.75,173.75,173.75,52160000.0
2023-10-03,172.4,172.4,172.4,172.4,49040000.0
2023-10-04,173.66,173.66,173.66,173.66,52740000.0
2023-10-05,174.91,174.91,174.91,174.91,48380000.0
2023-10-06,177.49,177.49,177.49,177.49,57270000.0
2023-10-09,178.99,178.99,178.99,178.99,42390000.0
2023-10-10,178.39,178.39,178.39,178.39,43650000.0
2023-10-11,179.8,179.8,179.8,179.8,47040000.0
2023-10-12,180.71,180.71,180.71,180.71,56550000.0
2023-10-13,178.85,178.85,178.85,178.85,51460000.0
2023-10-16,178.72,178.72,178.72,178.72,52170000.0
2023-10-17,177.15,177.15,177.15,177.15,57420000.0
2023-10-18,175.84,175.84,175.84,175.84,54490000.0
2023-10-19,175.46,175.46,175.46,175.46,57620000.0
2023-10-20,172.88,172.88,172.88,172.88,64240000.0
2023-10-23,173.0,173.0,173.0,173.0,55240000.0
2023-10-24,173.44,173.44,173.44,173.44,43580000.0
2023-10-25,171.1,171.1,171.1,171.1,56600000.0
2023-10-26,166.89,166.89,166.89,166.89,69450000.0
2023-10-27,168.22,168.22,168.22,168.22,58500000.0
2023-10-30,170.29,170.29,170.29,170.29,50470000.0
2023-10-31,170.77,170.77,170.77,170.77,43520000.0
2023-11-01,173.97,173.97,173.97,173.97,56930000.0
2023-11-02,177.57,177.57,177.57,177.57,67020000.0
2023-11-03,176.65,176.65,176.65,176.65,79830000.0
2023-11-06,179.23,179.23,179.23,179.23,63650000.0
2023-11-07,181.82,181.82,181.82,181.82,70210000.0
2023-11-08,182.89,182.89,182.89,182.89,49180000.0
2023-11-09,182.41,182.41,182.41,182.41,52450000.0
2023-11-10,186.4,186.4,186.4,186.4,66180000.0
2023-11-13,184.8,184.8,184.8,184.8,41970000.0
2023-11-14,187.44,187.44,187.44,187.44,59710000.0
2023-11-15,188.01,188.01,188.01,188.01,53230000.0
2023-11-16,189.71,189.71,189.71,189.71,53990000.0
2023-11-17,189.69,189.69,189.69,189.69,50940000.0
2023-11-20,191.45,191.45,191.45,191.45,46540000.0
